Data Source,World Development Indicators,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Last Updated Date,4/20/2018,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Country Name,Country Code,Indicator Name,Indicator Code,1959,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017
"Congo, Rep.",COG,Gross domestic income (constant LCU),NY.GDY.TOTL.KN,,1.69278E+11,1.83592E+11,1.91746E+11,1.84846E+11,1.92511E+11,1.98369E+11,2.02024E+11,2.06195E+11,2.1031E+11,2.169E+11,2.17558E+11,2.35914E+11,2.45911E+11,2.9113E+11,3.35001E+11,3.206E+11,3.22398E+11,2.79665E+11,2.88097E+11,3.24687E+11,4.01284E+11,4.83377E+11,6.80801E+11,6.99018E+11,7.65989E+11,7.00193E+11,5.55901E+11,5.71205E+11,5.35001E+11,5.78253E+11,7.62E+11,7.47898E+11,7.53936E+11,7.27585E+11,6.96919E+11,7.01924E+11,7.79778E+11,7.86083E+11,6.84027E+11,7.48502E+11,1.11556E+12,1.04958E+12,1.14578E+12,9.66829E+11,1.26291E+12,1.40415E+12,1.4622E+12,1.74681E+12,1.96641E+12,1.84473E+12,2.2715E+12,2.34968E+12,2.15912E+12,2.15131E+12,2.16368E+12,1.79273E+12,1.94928E+12,
Colombia,COL,Gross domestic income (constant LCU),NY.GDY.TOTL.KN,,5.30191E+13,5.58489E+13,5.89804E+13,6.07038E+13,6.55713E+13,6.68009E+13,7.0361E+13,7.2854E+13,7.75538E+13,8.28501E+13,8.988E+13,9.46022E+13,1.02357E+14,1.10151E+14,1.15572E+14,1.17328E+14,1.25813E+14,1.3322E+14,1.43556E+14,1.4906E+14,1.55818E+14,1.57254E+14,1.59127E+14,1.61728E+14,1.67907E+14,1.72244E+14,1.86931E+14,1.92356E+14,1.98909E+14,2.0551E+14,2.17189E+14,2.22585E+14,2.33178E+14,2.39288E+14,2.53395E+14,2.66655E+14,2.71328E+14,2.81008E+14,2.78261E+14,2.66727E+14,2.80625E+14,2.82084E+14,2.89838E+14,3.02085E+14,3.20804E+14,3.40156E+14,3.66528E+14,3.945E+14,4.17014E+14,4.17913E+14,4.43448E+14,4.87204E+14,5.07304E+14,5.27849E+14,5.41417E+14,5.43797E+14,5.53455E+14,
Comoros,COM,Gross domestic income (constant LCU),NY.GDY.TOTL.KN,,,,,,,,,,,,,,,,,,,,,,51966887757,53189612037,57254386056,61923141242,61100079194,63793098520,64869038666,65070456264,67366447721,65006187354,68074000000,62891977052,68659532584,68401369837,61044606718,70659152745,70043973269,73490972838,70067104300,,,86650994013,88667026719,88456266831,88980618161,91716076604,93400193580,87412410571,89200416985,93156910497,93432941037,97245146985,97737506307,1.01415E+11,1.01563E+11,,,
Cabo Verde,CPV,Gross domestic income (constant LCU),NY.GDY.TOTL.KN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.21974E+11,1.29703E+11,1.30074E+11,1.3117E+11,1.35607E+11,1.36734E+11,1.38758E+11,,,,
Costa Rica,CRI,Gross domestic income (constant LCU),NY.GDY.TOTL.KN,,2.23027E+12,2.21992E+12,2.40064E+12,2.51606E+12,2.63333E+12,2.87258E+12,3.10136E+12,3.26738E+12,3.52022E+12,3.71675E+12,4.02482E+12,4.21572E+12,4.54585E+12,4.89731E+12,5.03751E+12,5.19302E+12,5.61482E+12,6.30182E+12,6.57491E+12,6.8028E+12,6.85471E+12,6.49986E+12,6.05273E+12,6.29219E+12,6.73346E+12,6.86164E+12,7.54705E+12,7.85197E+12,8.14686E+12,8.48132E+12,8.68696E+12,8.94242E+12,9.84876E+12,1.05932E+13,1.11589E+13,1.1635E+13,1.16622E+13,1.25113E+13,1.35304E+13,1.38495E+13,1.42608E+13,1.47668E+13,1.51571E+13,1.57576E+13,1.63204E+13,1.68252E+13,1.79152E+13,1.92081E+13,1.9878E+13,2.01375E+13,2.13971E+13,2.2181E+13,2.33714E+13,2.39475E+13,2.49518E+13,2.66308E+13,2.81468E+13,
Caribbean small states,CSS,Gross domestic income (constant LCU),NY.GDY.TOTL.KN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cuba,CUB,Gross domestic income (constant LCU),NY.GDY.TOTL.KN,,,,,,,,,,,,15387295079,16708419417,17514537736,18115027712,18291673167,20032022424,21117512808,22951967547,24459819132,24719374049,23580578316,28159539528,30645913994,32289877067,34837957337,35987401443,35087755629,34461720956,35790590298,36043291899,35219829419,29561060802,25054495544,21713237249,22303243610,22814691706,24774696304,25365882040,24983158240,26401250773,27329288811,28219077517,28776590901,30437082857,32362621929,35264098803,40045392226,42801005299,41467803867,42766433083,46585000702,46070556735,48258004030,49497449365,51205714821,53759451511,,
Curacao,CUW,Gross domestic income (constant LCU),NY.GDY.TOTL.KN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cayman Islands,CYM,Gross domestic income (constant LCU),NY.GDY.TOTL.KN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cyprus,CYP,Gross domestic income (constant LCU),NY.GDY.TOTL.KN,,,,,,,,,,,,,,,,,2563924135,3176035136,3587623060,3787448505,4169612190,4363043747,4447091944,4815984166,5003333394,5567728844,5783012225,6050456933,6531818771,6912610745,7380782813,8112003389,8259905018,8917104130,9086780642,9571336346,10339374736,10448299257,10720312803,11320158370,11864410192,12532270737,13038060819,13390120866,13840331064,14598975994,15039300000,15708474149,16609154872,17092443724,16807209153,17047011950,17064439416,16622451752,15541858045,15372400876,15628351429,16114852560,
Czech Republic,CZE,Gross domestic income (constant LCU),NY.GDY.TOTL.KN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.76919E+12,2.34488E+12,2.34046E+12,2.3596E+12,2.45094E+12,2.59253E+12,2.73059E+12,2.71515E+12,2.74686E+12,2.78004E+12,2.8674E+12,2.98062E+12,3.07109E+12,3.18459E+12,3.36997E+12,3.55454E+12,3.756E+12,3.99342E+12,4.06939E+12,3.92045E+12,3.96246E+12,3.98872E+12,3.93789E+12,3.95248E+12,4.10706E+12,4.33857E+12,4.49017E+12,
Germany,DEU,Gross domestic income (constant LCU),NY.GDY.TOTL.KN,,,,,,,,,,,,1.15594E+12,1.19589E+12,1.2486E+12,1.30479E+12,1.30438E+12,1.2975E+12,1.35836E+12,1.40381E+12,1.45273E+12,1.5058E+12,1.51445E+12,1.50957E+12,1.50481E+12,1.53201E+12,1.56944E+12,1.60463E+12,1.67045E+12,1.70446E+12,1.7668E+12,1.82693E+12,1.92675E+12,2.01936E+12,2.07138E+12,2.05925E+12,2.11389E+12,2.15835E+12,2.17547E+12,2.20786E+12,2.26269E+12,2.31299E+12,2.35409E+12,2.39458E+12,2.40912E+12,2.40128E+12,2.43313E+12,2.43566E+12,2.51003E+12,2.59338E+12,2.60277E+12,2.50158E+12,2.58006E+12,2.6425E+12,2.65246E+12,2.67819E+12,2.74644E+12,2.82992E+12,2.90702E+12,
Djibouti,DJI,Gross domestic income (constant LCU),NY.GDY.TOTL.KN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,80388201500,76949494173,76935713162,71841877412,71168456174,68685959743,65859175229,65367956241,65432858706,66858609964,67136888858,68511741679,70305830781,72555493450,75331846945,77719565957,81450000007,,,,,,,,,,,
Dominica,DMA,Gross domestic income (constant LCU),NY.GDY.TOTL.KN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Denmark,DNK,Gross domestic income (constant LCU),NY.GDY.TOTL.KN,,5.27183E+11,5.60339E+11,5.93849E+11,5.96718E+11,6.53765E+11,6.83475E+11,7.03199E+11,7.25984E+11,7.51902E+11,8.03398E+11,8.34036E+11,8.55612E+11,8.91787E+11,9.33508E+11,9.06388E+11,8.97702E+11,9.52261E+11,9.70379E+11,9.99148E+11,1.02842E+12,1.01189E+12,9.96384E+11,1.03006E+12,1.05876E+12,1.10418E+12,1.15009E+12,1.21936E+12,1.22474E+12,1.21989E+12,1.2299E+12,1.25059E+12,1.26409E+12,1.29847E+12,1.29704E+12,1.36098E+12,1.40302E+12,1.44927E+12,1.4965E+12,1.52712E+12,1.56723E+12,1.62561E+12,1.63708E+12,1.65037E+12,1.66302E+12,1.71335E+12,1.76567E+12,1.82709E+12,1.8379E+12,1.84364E+12,1.75657E+12,1.81093E+12,1.81658E+12,1.82584E+12,1.85306E+12,1.89907E+12,1.92878E+12,1.95805E+12,
Dominican Republic,DOM,Gross domestic income (constant LCU),NY.GDY.TOTL.KN,,1.36821E+11,1.32713E+11,1.64992E+11,1.77905E+11,1.88766E+11,1.56474E+11,1.77081E+11,1.83953E+11,1.84837E+11,2.05067E+11,2.41402E+11,2.49248E+11,2.72776E+11,3.13834E+11,3.3466E+11,3.8401E+11,3.5139E+11,3.88735E+11,3.78183E+11,3.86514E+11,4.43307E+11,4.60946E+11,4.51799E+11,4.75525E+11,4.78574E+11,4.59607E+11,4.99989E+11,5.4777E+11,5.94976E+11,6.36556E+11,5.86419E+11,6.16554E+11,6.80447E+11,7.34865E+11,7.61535E+11,8.04997E+11,8.57582E+11,9.3761E+11,1.01481E+12,1.0759E+12,1.12305E+12,1.14675E+12,1.19984E+12,1.19625E+12,1.23098E+12,1.30658E+12,1.43798E+12,1.45842E+12,1.47815E+12,1.52305E+12,1.6416E+12,1.67284E+12,1.72165E+12,1.79364E+12,1.93251E+12,2.11889E+12,2.26847E+12,
Algeria,DZA,Gross domestic income (constant LCU),NY.GDY.TOTL.KN,,7.30497E+11,6.24451E+11,5.47003E+11,7.27744E+11,7.82701E+11,8.18953E+11,7.86517E+11,8.53647E+11,9.19204E+11,9.89422E+11,1.07145E+12,9.91963E+11,1.25767E+12,1.38696E+12,1.91753E+12,1.84731E+12,2.02526E+12,2.11473E+12,2.20115E+12,2.58198E+12,2.9058E+12,3.1566E+12,3.1567E+12,3.35576E+12,3.29684E+12,3.37246E+12,2.73402E+12,2.67672E+12,2.59429E+12,2.72481E+12,2.91272E+12,2.9495E+12,2.88215E+12,2.69942E+12,2.68228E+12,2.78458E+12,2.97801E+12,3.11902E+12,3.00513E+12,3.2382E+12,3.99807E+12,3.98959E+12,4.16843E+12,4.68172E+12,4.99401E+12,5.84465E+12,6.2608E+12,6.27494E+12,6.46387E+12,5.67465E+12,6.42594E+12,6.73278E+12,7.17556E+12,7.16152E+12,7.20106E+12,6.6854E+12,6.64563E+12,
East Asia & Pacific (excluding high income),EAP,Gross domestic income (constant LCU),NY.GDY.TOTL.KN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Early-demographic dividend,EAR,Gross domestic income (constant LCU),NY.GDY.TOTL.KN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
East Asia & Pacific,EAS,Gross domestic income (constant LCU),NY.GDY.TOTL.KN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Europe & Central Asia (excluding high income),ECA,Gross domestic income (constant LCU),NY.GDY.TOTL.KN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Europe & Central Asia,ECS,Gross domestic income (constant LCU),NY.GDY.TOTL.KN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ecuador,ECU,Gross domestic income (constant LCU),NY.GDY.TOTL.KN,,8400480377,8527767710,8923303692,9258907448,9977527681,10878597558,10978570454,11505320936,11792647064,12217294634,13112122315,13879779345,14069359408,15279909786,18433331860,19660917105,21378562022,22481642487,22978079303,25021822363,26267827912,27339398766,26985228189,26718082766,27552974093,29424661691,27939818558,27904588306,27725635777,28217786802,30473780483,31805320854,32836363773,30992392457,32245317822,32820914059,33848707141,35388402918,35626141629,33834396760,35066092160,35923486747,38137849779,39639042873,42351139509,45510039804,48711404452,51007777000,55513860275,53742304159,56479739053,61980999335,65079926706,68470873733,71266014239,68599573974,67813642895,
"Egypt, Arab Rep.",EGY,Gross domestic income (constant LCU),NY.GDY.TOTL.KN,,,,,,,1.90874E+11,1.93677E+11,1.93761E+11,1.98651E+11,2.14488E+11,2.261E+11,2.31455E+11,2.3484E+11,2.41357E+11,2.47514E+11,2.65876E+11,3.07435E+11,3.45568E+11,3.56634E+11,3.91067E+11,4.38985E+11,4.55207E+11,4.82137E+11,5.18341E+11,5.46828E+11,5.8049E+11,5.82461E+11,5.75136E+11,5.95252E+11,6.23702E+11,6.6394E+11,6.88579E+11,7.20536E+11,7.44983E+11,7.67599E+11,7.99147E+11,8.31632E+11,8.78102E+11,9.05813E+11,9.58002E+11,1.01167E+12,1.05326E+12,1.08225E+12,1.11655E+12,1.16365E+12,1.21938E+12,1.31553E+12,1.39662E+12,1.49139E+12,1.51848E+12,1.60296E+12,1.6631E+12,1.6747E+12,1.72276E+12,1.76314E+12,1.83525E+12,1.91289E+12,
Euro area,EMU,Gross domestic income (constant LCU),NY.GDY.TOTL.KN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Eritrea,ERI,Gross domestic income (constant LCU),NY.GDY.TOTL.KN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4160318438,4741621617,5796316473,5916404335,6442858305,6989757270,7009378170,7012823769,6798819100,7430356421,7625776894,7310974826,7353871413,7506161148,7319869649,7431232860,6732011183,6912326473,7013031631,6711503883,,,,,,
Spain,ESP,Gross domestic income (constant LCU),NY.GDY.TOTL.KN,,1.65768E+11,1.85487E+11,2.0417E+11,2.2423E+11,2.35191E+11,2.49894E+11,2.6845E+11,2.81755E+11,3.00779E+11,3.27851E+11,3.40191E+11,3.55597E+11,3.85407E+11,4.15055E+11,4.34874E+11,4.38185E+11,4.52853E+11,4.64131E+11,4.72357E+11,4.72739E+11,4.77739E+11,4.71254E+11,4.76618E+11,4.81595E+11,4.87714E+11,5.0202E+11,5.27704E+11,5.60699E+11,5.92316E+11,6.24028E+11,6.50148E+11,6.68641E+11,6.75869E+11,6.67237E+11,6.80641E+11,7.00444E+11,7.20634E+11,7.4586E+11,7.82356E+11,8.17371E+11,8.52423E+11,8.90239E+11,9.22369E+11,9.55038E+11,9.8414E+11,1.02291E+12,1.06598E+12,1.10797E+12,1.11361E+12,1.08678E+12,1.08094E+12,1.05906E+12,1.02226E+12,1.00693E+12,1.01808E+12,1.05642E+12,1.09241E+12,
Estonia,EST,Gross domestic income (constant LCU),NY.GDY.TOTL.KN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7096021403,7490612563,8465253193,8794484652,8695307662,9899526449,10742530751,11621929403,12571744081,13378611149,14756348914,16501169441,18000291893,17054575199,14568394241,14716533100,15894277105,16509125930,16954226277,17614651470,17990358450,18513837640,
Ethiopia,ETH,Gross domestic income (constant LCU),NY.GDY.TOTL.KN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.15079E+11,5.69005E+11,6.30706E+11,7.02381E+11,7.76376E+11,8.32797E+11,
European Union,EUU,Gross domestic income (constant LCU),NY.GDY.TOTL.KN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Fragile and conflict affected situations,FCS,Gross domestic income (constant LCU),NY.GDY.TOTL.KN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Finland,FIN,Gross domestic income (constant LCU),NY.GDY.TOTL.KN,,41751767674,44982269126,46235707557,47783265049,50552304003,53499762210,54642915911,55651161775,56891935613,62604141178,66176229950,67433437243,72665985958,77984864808,80087693987,81975701678,82714303586,82952755599,84705605732,90719314866,94272285239,94980398856,98138075051,1.01051E+11,1.04985E+11,1.08545E+11,1.12352E+11,1.16828E+11,1.23706E+11,1.30044E+11,1.30717E+11,1.22004E+11,1.18023E+11,1.17243E+11,1.22807E+11,1.29982E+11,1.34517E+11,1.42768E+11,1.51657E+11,1.57276E+11,1.64595E+11,1.69819E+11,1.72927E+11,1.75221E+11,1.80935E+11,1.83771E+11,1.89029E+11,1.98852E+11,1.98751E+11,1.83092E+11,1.871E+11,1.90751E+11,1.87228E+11,1.86275E+11,1.86035E+11,1.88854E+11,1.94007E+11,
Fiji,FJI,Gross domestic income (constant LCU),NY.GDY.TOTL.KN,,1371666748,1446670200,1479378978,1626208875,1752293777,1587322772,1605058565,1758585958,1894573242,1973430821,2227469836,2355022755,2525076127,2797851355,3034712922,3173468190,3238522976,3420821230,3461018518,3837892042,3798536540,3933874732,3695455406,3545828733,3847124697,3660121863,,,,4143261859,,,,,4777576084,5082063600,,,,,,,,,,,,,,,,,,,,,,
France,FRA,Gross domestic income (constant LCU),NY.GDY.TOTL.KN,,4.61734E+11,4.87218E+11,5.19029E+11,5.47452E+11,5.84574E+11,6.12635E+11,6.44073E+11,6.749E+11,7.04327E+11,7.54063E+11,7.97703E+11,8.40986E+11,8.81961E+11,9.39738E+11,9.63993E+11,9.59394E+11,9.99629E+11,1.0318E+12,1.07859E+12,1.11507E+12,1.12291E+12,1.1268E+12,1.15585E+12,1.17339E+12,1.18847E+12,1.20841E+12,1.25123E+12,1.28307E+12,1.34833E+12,1.40418E+12,1.44586E+12,1.45903E+12,1.48416E+12,1.47891E+12,1.51248E+12,1.54173E+12,1.56023E+12,1.59699E+12,1.65911E+12,1.71682E+12,1.7723E+12,1.80814E+12,1.83625E+12,1.85093E+12,1.89835E+12,1.9223E+12,1.96008E+12,2.01255E+12,2.01309E+12,1.96652E+12,1.99848E+12,2.02688E+12,2.02848E+12,2.04634E+12,2.0727E+12,2.11412E+12,2.14463E+12,
Faroe Islands,FRO,Gross domestic income (constant LCU),NY.GDY.TOTL.KN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Micronesia, Fed. Sts.",FSM,Gross domestic income (constant LCU),NY.GDY.TOTL.KN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Gabon,GAB,Gross domestic income (constant LCU),NY.GDY.TOTL.KN,,5.82373E+11,6.71512E+11,7.19841E+11,7.52456E+11,7.72474E+11,8.36781E+11,8.80835E+11,8.86511E+11,9.03876E+11,9.62604E+11,1.14723E+12,1.24257E+12,1.32048E+12,1.47341E+12,2.70635E+12,2.90268E+12,3.78167E+12,3.3711E+12,2.62693E+12,2.92588E+12,3.76173E+12,4.22142E+12,3.89073E+12,4.08692E+12,4.16029E+12,3.5318E+12,2.73691E+12,2.2022E+12,2.52708E+12,2.67227E+12,3.03732E+12,3.04173E+12,2.85136E+12,2.8879E+12,2.82594E+12,2.91437E+12,3.30529E+12,3.40302E+12,3.15115E+12,3.29941E+12,3.75657E+12,3.67903E+12,3.73219E+12,3.77997E+12,4.07759E+12,4.74686E+12,4.80424E+12,5.13934E+12,5.71295E+12,4.70103E+12,5.89586E+12,7.31792E+12,7.56464E+12,7.38464E+12,7.40968E+12,7.26799E+12,7.05105E+12,
United Kingdom,GBR,Gross domestic income (constant LCU),NY.GDY.TOTL.KN,,4.67292E+11,4.79786E+11,4.86712E+11,5.05134E+11,5.30577E+11,5.458E+11,5.57642E+11,5.71291E+11,5.92352E+11,6.04218E+11,6.42707E+11,6.65923E+11,6.96043E+11,7.30988E+11,6.9971E+11,6.95325E+11,7.13309E+11,7.31486E+11,7.67485E+11,7.98648E+11,7.87057E+11,7.81808E+11,7.97496E+11,8.31966E+11,8.4895E+11,8.85949E+11,9.07693E+11,9.56583E+11,1.01448E+12,1.0428E+12,1.05492E+12,1.04597E+12,1.05103E+12,1.07844E+12,1.11632E+12,1.13747E+12,1.16959E+12,1.22006E+12,1.26043E+12,1.30353E+12,1.34785E+12,1.38599E+12,1.42466E+12,1.47732E+12,1.51631E+12,1.55973E+12,1.59607E+12,1.63046E+12,1.60946E+12,1.54668E+12,1.57988E+12,1.59686E+12,1.62505E+12,1.66868E+12,1.72703E+12,1.7729E+12,1.81516E+12,
Georgia,GEO,Gross domestic income (constant LCU),NY.GDY.TOTL.KN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9145803378,9761738889,10132895869,10662494593,11103475447,11494603162,
Ghana,GHA,Gross domestic income (constant LCU),NY.GDY.TOTL.KN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18705084600,19518160727,21304039012,22336362248,23599010725,27486102081,30040251428,32236952344,33521873843,34901584651,36080465016,
Gibraltar,GIB,Gross domestic income (constant LCU),NY.GDY.TOTL.KN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Guinea,GIN,Gross domestic income (constant LCU),NY.GDY.TOTL.KN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Gambia, The",GMB,Gross domestic income (constant LCU),NY.GDY.TOTL.KN,,,,,,,,6061257573,6208294356,6239388282,6483495452,7588349451,6756140208,6740455474,7539766717,8087061171,9058827669,8182381984,8538011141,8260819533,9738404059,11547904557,10491239220,10521188098,10101181423,8916273098,8990127440,9925569192,10224622377,10699431525,11419787833,11921871191,12368473259,12771663963,13049217531,12758597598,12985465641,13236353550,14649282846,15637266758,15772962919,15788069767,16666998802,16395555584,16441582431,17380979800,17217307289,17410847076,18043039300,19077743011,20308199324,21633572944,20704384518,21863780649,22910820129,23117017492,24111049151,24645430480,
Guinea-Bissau,GNB,Gross domestic income (constant LCU),NY.GDY.TOTL.KN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.79901E+11,3.07673E+11,3.11049E+11,3.0315E+11,3.15018E+11,3.09514E+11,,3.25304E+11,3.40655E+11,3.34558E+11,3.59364E+11,4.18886E+11,3.83002E+11,3.9412E+11,4.1068E+11,4.62534E+11,5.17673E+11,
Equatorial Guinea,GNQ,Gross domestic income (constant LCU),NY.GDY.TOTL.KN,,,,,,,,,,,,,,,,,,,,,,54329456210,53452193764,58719254819,60332033848,61546361852,73796943919,67229215388,67159044590,67683653872,67411873724,70473772787,69652102747,91377855648,93752435659,1.00741E+11,1.17469E+11,1.7826E+11,2.99035E+11,3.57043E+11,3.47729E+11,3.8693E+11,6.1287E+11,6.77679E+11,1.06583E+12,1.85922E+12,3.8121E+12,5.27415E+12,5.94543E+12,8.26969E+12,5.93984E+12,6.26708E+12,7.64267E+12,8.22039E+12,7.61712E+12,7.30124E+12,4.82729E+12,4.06589E+12,
Greece,GRC,Gross domestic income (constant LCU),NY.GDY.TOTL.KN,,42613030350,47393623004,48152283996,53127635595,57464680579,62832368990,66696462767,70362305987,74995159128,82438198809,88898372742,95617909231,1.0514E+11,1.13962E+11,1.06473E+11,1.12593E+11,1.19968E+11,1.23774E+11,1.32358E+11,1.3624E+11,1.37063E+11,1.3561E+11,1.34078E+11,1.33163E+11,1.34739E+11,1.37872E+11,1.38725E+11,1.35687E+11,1.42028E+11,1.47354E+11,1.47717E+11,1.52523E+11,1.53116E+11,1.50968E+11,1.54444E+11,1.57904E+11,1.62884E+11,1.70293E+11,1.77149E+11,1.827E+11,1.89078E+11,1.97273E+11,2.05633E+11,2.18232E+11,2.29333E+11,2.30282E+11,2.43269E+11,2.51551E+11,2.5006E+11,2.38957E+11,2.26031E+11,2.05122E+11,1.89327E+11,1.8397E+11,1.86219E+11,1.88463E+11,1.87702E+11,
Grenada,GRD,Gross domestic income (constant LCU),NY.GDY.TOTL.KN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Greenland,GRL,Gross domestic income (constant LCU),NY.GDY.TOTL.KN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10549906031,11083476077,11250958202,12010505115,12037049319,12306132518,12559369410,12972000000,13282858022,13513031347,13230379119,13383037085,13723869709,,
Guatemala,GTM,Gross domestic income (constant LCU),NY.GDY.TOTL.KN,,31674469028,32250535072,33659373919,36848121917,39393639422,40448661806,42308021354,43163539726,47162285192,49049105824,54020613531,55018454806,57261579267,61502998720,63252197634,63857070831,69308305408,80287322764,80645724442,80984941971,82272878746,81736301106,78157185459,76972741377,78542664206,76319091002,79780011355,80935395960,84215833061,86691872949,88846132433,94939045299,99197661884,1.03049E+11,1.08543E+11,1.14353E+11,1.14107E+11,1.20831E+11,1.30558E+11,1.34261E+11,1.40085E+11,1.46978E+11,1.51921E+11,1.54941E+11,1.5869E+11,1.62728E+11,1.71058E+11,1.81441E+11,1.86703E+11,1.91871E+11,1.98201E+11,2.08642E+11,2.13502E+11,2.19462E+11,2.28787E+11,2.42634E+11,2.52439E+11,
Guam,GUM,Gross domestic income (constant LCU),NY.GDY.TOTL.KN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4264732673,4328414752,4601242017,4783225176,4612840308,4637075532,4720138795,4781000000,4867286502,4856287216,4962740863,5044020274,5124457941,5198172233,5227390013,
Guyana,GUY,Gross domestic income (constant LCU),NY.GDY.TOTL.KN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
High income,HIC,Gross domestic income (constant LCU),NY.GDY.TOTL.KN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Hong Kong SAR, China",HKG,Gross domestic income (constant LCU),NY.GDY.TOTL.KN,,,86132468699,1.01115E+11,1.19748E+11,1.30239E+11,1.50685E+11,1.53813E+11,1.57222E+11,1.64489E+11,1.83075E+11,2.00123E+11,2.20372E+11,2.45442E+11,2.74155E+11,2.7273E+11,2.78762E+11,3.30229E+11,3.67434E+11,3.98197E+11,4.46509E+11,4.96439E+11,5.36755E+11,5.58385E+11,5.88074E+11,6.54227E+11,6.71246E+11,7.3381E+11,8.3278E+11,9.03344E+11,9.41032E+11,9.80436E+11,1.05057E+12,1.13638E+12,1.22395E+12,1.28471E+12,1.28922E+12,1.3618E+12,1.44246E+12,1.38806E+12,1.40121E+12,1.49854E+12,1.51356E+12,1.57024E+12,1.59194E+12,1.67221E+12,1.77561E+12,1.86261E+12,1.99962E+12,2.0139E+12,1.97352E+12,2.06746E+12,2.1534E+12,2.17658E+12,2.2507E+12,2.30762E+12,2.39844E+12,2.45675E+12,
